numero,type,voie,code,commune
5,RUE,DES NAUDIERES,44400,REZE
18,RUE,DE LA LOIRE,44470,MAUVES-SUR-LOIRE
18,RUE,DE LA LOIRE,44470,MAUVES-SUR-LOIRE
10,RUE,DE LA GOMBERGERE,44120,VERTOU
10,RUE,DE LA GOMBERGERE,44120,VERTOU
79,RUE,DU CHENE CREUX,44400,REZE
43,RTE,DE THOUARE,44980,SAINTE-LUCE-SUR-LOIRE
60,RUE,DES PRIMEURS,44120,VERTOU
5333,,CRESNE,44830,BOUAYE
11,RUE,SALVADOR DALI,44240,CHAPELLE-SUR-ERDRE (LA)
5,RUE,JEAN JAURES,44240,CHAPELLE-SUR-ERDRE (LA)
26,RUE,DU BOIS RIGAUD,44120,VERTOU
13,RUE,DE ST AIGNAN,44830,BOUAYE
17,RUE,DE L'ILE DE TIBOULEN,44980,SAINTE-LUCE-SUR-LOIRE
5,RUE,DOUAUD,44400,REZE
24,AV,DES VOSGES,44400,REZE
4,RTE,DE LA LANDAISERIE,44860,SAINT-AIGNAN-GRANDLIEU
14,RUE,LEON MILLOT,44400,REZE
44,RTE,DU MORTIER VANNERIE,44120,VERTOU
27,AV,DE LA FREGATE,44980,SAINTE-LUCE-SUR-LOIRE
30,AV,MOZART,44115,BASSE-GOULAINE
30,AV,MOZART,44115,BASSE-GOULAINE
20,RUE,DE NANTES,44710,SAINT-LEGER-LES-VIGNES
24,RUE,DES CAMELIAS,44470,THOUARE-SUR-LOIRE
24,AV,DE LA GARE,44240,CHAPELLE-SUR-ERDRE (LA)
47,RUE,DES LANDES DE LA PLEE,44115,BASSE-GOULAINE
88,RUE,JEAN BAPTISTE VIGIER,44400,REZE
88,RUE,JEAN BAPTISTE VIGIER,44400,REZE
13,RUE,DE BRETAGNE,44880,SAUTRON
17,,LA VILLE BACHELIER,44120,VERTOU
33,RUE,DE LA COMMUNE DE 1871,44400,REZE
41,RTE,DU TOUR,44830,BOUAYE
9005,CHE,DU COURTIL,44240,CHAPELLE-SUR-ERDRE (LA)
22,RUE,DE BEAUVOIR,44340,BOUGUENAIS
12,RUE,D ALEMBERT,44700,ORVAULT
12,RUE,JACQUES CASSARD,44470,THOUARE-SUR-LOIRE
53,AV,DE LA LIBERATION,44400,REZE
67,RUE,DES PAYS DE LA LOIRE,44840,SORINIERES (LES)
7,ALL,DES FAVRIERES,44240,CHAPELLE-SUR-ERDRE (LA)
12,IMP,DE LA PELLERAIS,44240,CHAPELLE-SUR-ERDRE (LA)
12,IMP,DE LA PELLERAIS,44240,CHAPELLE-SUR-ERDRE (LA)
22,RUE,DU BUSSON,44700,ORVAULT
35,RUE,DE LA TRAVERSIERE,44700,ORVAULT
53,AV,DE LA LIBERATION,44400,REZE
1,RUE,DE LA BLANCONNERIE,44470,THOUARE-SUR-LOIRE
9001,,LA VERRIERE,44240,CHAPELLE-SUR-ERDRE (LA)
9001,,LA VERRIERE,44240,CHAPELLE-SUR-ERDRE (LA)
9001,,LA VERRIERE,44240,CHAPELLE-SUR-ERDRE (LA)
39,RUE,DE LA MALADRIE,44120,VERTOU
54,RUE,DU CLOS DES VIGNES,44120,VERTOU
14,AV,DU BOIS,44830,BOUAYE
2,RUE,DES LYS,44120,VERTOU
420,RUE,DES LANDES DE LA PLEE,44115,BASSE-GOULAINE
420,RUE,DES LANDES DE LA PLEE,44115,BASSE-GOULAINE
38,RUE,DE L ANCIENNE EGLISE,44830,BOUAYE
3,AV,DU CHENE GALA,44400,REZE
1,RUE,ANNE-CLAUDE GODEAU,44980,SAINTE-LUCE-SUR-LOIRE
4,RUE,AIMOS,44400,REZE
6,RUE,DU BELVEDERE,44700,ORVAULT
14,RUE,DU BOIS MAURICE,44980,SAINTE-LUCE-SUR-LOIRE
16,RUE,GEORGES CLEMENCEAU,44340,BOUGUENAIS
14,RUE,DES ROCHES,44980,SAINTE-LUCE-SUR-LOIRE
14,RUE,DES ROCHES,44980,SAINTE-LUCE-SUR-LOIRE
7,AV,DE LA FREGATE,44980,SAINTE-LUCE-SUR-LOIRE
26,RTE,DE LA MARE POTIER,44830,BOUAYE
6,CHE,DE ROCHE BLANCHE,44240,CHAPELLE-SUR-ERDRE (LA)
6,CHE,DE ROCHE BLANCHE,44240,CHAPELLE-SUR-ERDRE (LA)
7,RUE,DU PROF RENE AUVIGNE,44980,SAINTE-LUCE-SUR-LOIRE
3,AV,DES PERRIERES,44240,CHAPELLE-SUR-ERDRE (LA)
107,RUE,ARISTIDE BRIAND,44400,REZE
5108,,LA CROIX,44470,MAUVES-SUR-LOIRE
5107,,LA CROIX,44470,MAUVES-SUR-LOIRE
9,RUE,DU BUSSON,44700,ORVAULT
17,RUE,SAINT JOSEPH,44700,ORVAULT
8,RUE,ALEXANDRE ARNAUD,44120,VERTOU
17,RUE,DES NAMNETES,44840,SORINIERES (LES)
23,RUE,DES ROSES,44980,SAINTE-LUCE-SUR-LOIRE
16,RUE,MARIE GALANTE,44470,THOUARE-SUR-LOIRE
44,RUE,DE LA BIGUENEE,44240,CHAPELLE-SUR-ERDRE (LA)
5,BD,DE L'EPINAY,44470,CARQUEFOU
16,RUE,VINCENT VAN GOGH,44400,REZE
13,,LA VILLABEAU,44830,BRAINS
2,RUE,ANNE-CLAUDE GODEAU,44980,SAINTE-LUCE-SUR-LOIRE
25,AV,JEAN MERMOZ,44400,REZE
60,AV,DE LA PRAUDIERE,44700,ORVAULT
60,AV,DE LA PRAUDIERE,44700,ORVAULT
60,AV,DE LA PRAUDIERE,44700,ORVAULT
10,CHE,DES MARAIS DU CENS,44700,ORVAULT
10,CHE,DES MARAIS DU CENS,44700,ORVAULT
7,PL,DU PRIEURE ST PIERRE,44120,VERTOU
17,RUE,DE LA VANOISE,44470,THOUARE-SUR-LOIRE
5367,RUE,DE LA GUINDONNIERE,44840,SORINIERES (LES)
4,RUE,DE L' ILE D'HOUAT,44980,SAINTE-LUCE-SUR-LOIRE
29,RUE,LUCIE AUBRAC,44840,SORINIERES (LES)
7,RUE,DES SAPINS,44340,BOUGUENAIS
7,RUE,DES SAPINS,44340,BOUGUENAIS
23,RTE,DES TERRES QUARTIERES,44830,BOUAYE
23,RTE,DES TERRES QUARTIERES,44830,BOUAYE
17,RUE,DE LA FERNIERE,44840,SORINIERES (LES)
17,RUE,GAIA,44470,CARQUEFOU
25,RUE,DU BEAUFORTIN,44470,THOUARE-SUR-LOIRE
8,BD,AMPERE,44470,CARQUEFOU
5,ALL,DES BEGONIAS,44470,THOUARE-SUR-LOIRE
31,RUE,LUCIE AUBRAC,44840,SORINIERES (LES)
27,RUE,LUCIE AUBRAC,44840,SORINIERES (LES)
4,RUE,DE LA BARRE,44120,VERTOU
13,RUE,LOUIS PASTEUR,44400,REZE
23,RTE,DE NANTES,44120,VERTOU
9,AV,DE SAINT OUEN,44700,ORVAULT
5,PL,DE LA DENTELLERIE,44470,CARQUEFOU
7,RUE,DU JURA,44840,SORINIERES (LES)
26,RUE,DE LA CARRIERE,44700,ORVAULT
26,RUE,DE LA MAISON DAVID,44340,BOUGUENAIS
26,RUE,DE LA MAISON DAVID,44340,BOUGUENAIS
15,RUE,DE LA MULE DU PAPE,44340,BOUGUENAIS
4,PL,DE LA REPUBLIQUE,44340,BOUGUENAIS
4,PL,CHARLES MOREAU,44400,REZE
14,RUE,SEVERINE,44400,REZE
14,RUE,SEVERINE,44400,REZE
2,RUE,DE LA VILLE AU BLANC,44120,VERTOU
2,RUE,DE LA VILLE AU BLANC,44120,VERTOU
15,RUE,DE LA GARENNE,44120,VERTOU
15,RUE,DE LA GARENNE,44120,VERTOU
3,RUE,ERIC TABARLY,44400,REZE
5,RUE,DES PAYS DE LA LOIRE,44840,SORINIERES (LES)
9,RUE,CHARLES PERRAULT,44400,REZE
2,CHE,DES GRANDS CHAMPS,44340,BOUGUENAIS
7,RUE,DE LA GRANDE BOURRELIERE,44120,VERTOU
59,RUE,DE LA CADRANIERE,44470,CARQUEFOU
9010,RUE,THEODORE BROSSEAUD,44400,REZE
28,RUE,DE LA POITEVINIERE,44980,SAINTE-LUCE-SUR-LOIRE
29,RUE,DU BOIS CHABOT,44340,BOUGUENAIS
105,RUE,DU GRIGNON,44115,BASSE-GOULAINE
8,RUE,DU CIMETIERE,44120,VERTOU
122,RTE,DE LA FONTENELLE,44120,VERTOU
10,RUE,DES INDES GALANTES,44340,BOUGUENAIS
19,RUE,DU CASTOR,44700,ORVAULT
3,IMP,DU PINIER,44860,SAINT-AIGNAN-GRANDLIEU
27,RUE,DE LA CHESNAIE,44400,REZE
3,RUE,DU FOURNIL,44700,ORVAULT
24,AV,CEZANNE,44120,VERTOU
1,RUE,DE LA BLANCONNERIE,44470,THOUARE-SUR-LOIRE
1,RUE,DE LA CADOIRE,44340,BOUGUENAIS
5,BD,DE L'EPINAY,44470,CARQUEFOU
53,AV,DE LA LIBERATION,44400,REZE
35,RTE,DE LA NOE NOZOU,44860,SAINT-AIGNAN-GRANDLIEU
35,RTE,DE LA NOE NOZOU,44860,SAINT-AIGNAN-GRANDLIEU
35,RTE,DE LA NOE NOZOU,44860,SAINT-AIGNAN-GRANDLIEU
35,RTE,DE LA NOE NOZOU,44860,SAINT-AIGNAN-GRANDLIEU
35,RTE,DE LA NOE NOZOU,44860,SAINT-AIGNAN-GRANDLIEU
35,RTE,DE LA NOE NOZOU,44860,SAINT-AIGNAN-GRANDLIEU
35,RTE,DE LA NOE NOZOU,44860,SAINT-AIGNAN-GRANDLIEU
35,RTE,DE LA NOE NOZOU,44860,SAINT-AIGNAN-GRANDLIEU
9,RUE,JOSEPH ET LUCIEN LECLERC,44400,REZE
9,RUE,JOSEPH ET LUCIEN LECLERC,44400,REZE
6,RUE,DE LA CREMAILLERE,44710,SAINT-LEGER-LES-VIGNES
19,RUE,EMILE BLANDIN,44400,REZE
19,RUE,EMILE BLANDIN,44400,REZE
22,RUE,ARISTIDE NOGUES,44400,REZE
62,RUE,CLAUDE GAULUE,44400,REZE
62,RUE,CLAUDE GAULUE,44400,REZE
62,RUE,CLAUDE GAULUE,44400,REZE
9018,,LA LOUEE,44120,VERTOU
9018,,LA LOUEE,44120,VERTOU
5,RUE,DES DEPORTES,44400,REZE
13,RUE,DANAE,44470,CARQUEFOU
13,RUE,DANAE,44470,CARQUEFOU
29,RUE,DE LA COUILLAUDERIE,44340,BOUGUENAIS
8,RUE,DE LA CAILLERE,44340,BOUGUENAIS
8,RUE,DE LA CAILLERE,44340,BOUGUENAIS
9018,,TOURNIERE,44470,CARQUEFOU
9018,,TOURNIERE,44470,CARQUEFOU
6,RUE,MARIE CURIE,44240,CHAPELLE-SUR-ERDRE (LA)
18,BD,AMPERE,44470,CARQUEFOU
9,RUE,LAPLACE,44700,ORVAULT
17,SQ,DE LA PARCHEMINERIE,44470,CARQUEFOU
6,ALL,DU CISELEUR,44470,CARQUEFOU
142,BD,DE L EUROPE,44120,VERTOU
126,RTE,DE NANTES,44120,VERTOU
8,BD,AMPERE,44470,CARQUEFOU
25,RUE,DU MOULIN DE L HERBRAY,44120,VERTOU
15,RUE,ALEXANDRE ARNAUD,44120,VERTOU
6,RUE,BOJU,44400,REZE
2,AV,DU PONT DE LA METAIRIE,44470,THOUARE-SUR-LOIRE
25,RUE,D ARMORIQUE,44470,THOUARE-SUR-LOIRE
110,RTE,DE NANTES,44120,VERTOU
12,AV,DU MONT BLANC,44400,REZE
2,RUE,DE LA VOLGA,44470,CARQUEFOU
13,IMP,DU CLOS DE LA PINTINIERE,44470,CARQUEFOU
15,RUE,COMMUNE DE PARIS 1871,44340,BOUGUENAIS
15,RUE,COMMUNE DE PARIS 1871,44340,BOUGUENAIS
1,RUE,GEORGES CLEMENCEAU,44840,SORINIERES (LES)
29,AV,DE LA SERMONIERE,44400,REZE
2,AV,DU BOIS,44830,BOUAYE
2,AV,DU BOIS,44830,BOUAYE
125,RUE,ERNEST SAUVESTRE,44400,REZE
125,RUE,ERNEST SAUVESTRE,44400,REZE
57,RUE,DES HUCASSERIES,44400,REZE
37,RUE,COMMUNE DE PARIS 1871,44340,BOUGUENAIS
37,RUE,COMMUNE DE PARIS 1871,44340,BOUGUENAIS
13,AV,HENRI ADAM,44400,REZE
5095,,LES JAHARDIERES,44860,SAINT-AIGNAN-GRANDLIEU
7,RUE,LOUIS ARAGON,44400,REZE
194,RTE,DE CLISSON,44120,VERTOU
5,RUE,BOJU,44400,REZE
3,SQ,HENRI BARBUSSE,44400,REZE
2,RUE,LOUIS MAISONNEUVE,44240,CHAPELLE-SUR-ERDRE (LA)
15,RUE,ARISTIDE BRIAND,44120,VERTOU
12,IMP,DES LOIRS,44470,CARQUEFOU
3,RUE,GEORGES BRASSENS,44115,BASSE-GOULAINE
16,RUE,DES COCCINELLES,44470,CARQUEFOU
5,ALL,DU PRE DE L ETANG,44830,BOUAYE
13,RUE,DE LA CADAINE,44470,THOUARE-SUR-LOIRE
46,RUE,JEANNE BARRET,44830,BOUAYE
1,RUE,DE L ABBAYE,44115,BASSE-GOULAINE
2,RUE,DU MORTRAIT,44400,REZE
53,RUE,DU CLOS DES VIGNES,44120,VERTOU
33,RUE,LUCIE AUBRAC,44840,SORINIERES (LES)
3,AV,DU PREMIER MAI,44240,CHAPELLE-SUR-ERDRE (LA)
41,RUE,DU MOULIN DES LANDES,44980,SAINTE-LUCE-SUR-LOIRE
6,RUE,DES JARDINS,44400,REZE
5,RUE,DU RAFFUNEAU,44700,ORVAULT
53,RUE,DU CLOS DES VIGNES,44120,VERTOU
55,RUE,EMILE BLANDIN,44400,REZE
110,RUE,DE LA CHAUSSEE,44400,REZE
5,RUE,DE LA FONTAINE,44840,SORINIERES (LES)
9050,,LA BROSSE,44240,CHAPELLE-SUR-ERDRE (LA)
9050,,LA BROSSE,44240,CHAPELLE-SUR-ERDRE (LA)
9002,RUE,DU CLOS DES VIGNES,44120,VERTOU
41,RUE,F R DE CHATEAUBRIAND,44470,CARQUEFOU
41,RUE,F R DE CHATEAUBRIAND,44470,CARQUEFOU
3,RUE,DES BAUCHES,44880,SAUTRON
2,RTE,DU CHENE VERT,44470,THOUARE-SUR-LOIRE
2,RTE,DU CHENE VERT,44470,THOUARE-SUR-LOIRE
20,BD,AMPERE,44470,CARQUEFOU
2,RUE,DE LA TAMISE,44470,CARQUEFOU
61,RUE,DE LA VINCENDIERE,44470,CARQUEFOU
4,ALL,DES MORILLES,44240,CHAPELLE-SUR-ERDRE (LA)
51,RUE,JEAN BAPTISTE VIGIER,44400,REZE
6,RUE,ERNEST SAUVESTRE,44400,REZE
5,CHE,DES PRES NOROUX,44470,CARQUEFOU
5,CHE,DES PRES NOROUX,44470,CARQUEFOU
18,HAM,DU MAINE,44980,SAINTE-LUCE-SUR-LOIRE
4,RUE,DE LA LANDE ST PIERRE,44400,REZE
14,RUE,DE LA GUERCHE,44830,BRAINS
50,RUE,DE L AVIATION,44340,BOUGUENAIS
12,RUE,BESSAC,44400,REZE
8,RUE,DE BEAUSOLEIL,44240,CHAPELLE-SUR-ERDRE (LA)
131,RTE,DE NANTES,44120,VERTOU
129,RTE,DE NANTES,44120,VERTOU
127,RTE,DE NANTES,44120,VERTOU
4,AV,DU BOIS,44830,BOUAYE
17,RUE,COMMUNE DE PARIS 1871,44340,BOUGUENAIS
17,RUE,COMMUNE DE PARIS 1871,44340,BOUGUENAIS
64,RTE,DE LA RODERIE,44830,BOUAYE
13,RUE,DU MOTTAY,44980,SAINTE-LUCE-SUR-LOIRE
24,RUE,DE LA PERCHE,44700,ORVAULT
92,RUE,GEORGES BERTHOME,44400,REZE
4,RTE,DE LA HILLIERE,44470,THOUARE-SUR-LOIRE
7,RUE,DE LA SARTHE,44980,SAINTE-LUCE-SUR-LOIRE
25,RUE,LUCIE AUBRAC,44840,SORINIERES (LES)
48,RUE,DES DAHLIAS,44700,ORVAULT
15,RUE,DES IRIS,44880,SAUTRON
12,RUE,DU GRISON,44120,VERTOU
10,RUE,DES JARDINS D'ADELE,44470,MAUVES-SUR-LOIRE
nan,,PIECE DES CERISIERS,44470,CARQUEFOU
7,QUAI,DE LA VALLEE,44340,BOUGUENAIS
7,QUAI,DE LA VALLEE,44340,BOUGUENAIS
10,AV,DE LA VENDEE,44470,CARQUEFOU
20,RUE,ANDRE LE NOTRE,44120,VERTOU
7,RUE,RENE COTY,44470,CARQUEFOU
32,RUE,PASTEUR,44340,BOUGUENAIS
24,RUE,DE PORT LAVIGNE,44340,BOUGUENAIS
85,RUE,EMILE ZOLA,44400,REZE
11,RUE,DES BUISSONS,44400,REZE
41,RUE,DES AMAZONES,44340,BOUGUENAIS
40,AV,DES PEUPLIERS,44340,BOUGUENAIS
13,RUE,DE LA CHATAIGNERAIE,44400,REZE
50,RUE,CLEMENT BACHELIER,44400,REZE
2,IMP,DE L HOMMEE,44340,BOUGUENAIS
14,RUE,FELIX TABLEAU,44400,REZE
1,QUAI,DE LA VERDURE,44400,REZE
1,QUAI,DE LA VERDURE,44400,REZE
20,IMP,DE LA TROCARDIERE,44400,REZE
5576,,BEL AIR,44840,SORINIERES (LES)
5576,,BEL AIR,44840,SORINIERES (LES)
17,AV,SIMEON FOUCAULT,44400,REZE
7,RUE,DE LA LANDE GUINGAND,44120,VERTOU
7,RUE,GALILEE,44470,CARQUEFOU
14,RUE,DE BEAUVOIR,44340,BOUGUENAIS
9,ALL,SALVADOR DALI,44700,ORVAULT
29,RUE,JEAN FRANCOIS MILLET,44240,CHAPELLE-SUR-ERDRE (LA)
3,RUE,ANDRE LE NOTRE,44470,CARQUEFOU
3,RUE,ANDRE LE NOTRE,44470,CARQUEFOU
6,RUE,DU PORTEREAU,44120,VERTOU
1,AV,DE LA BRETONNIERE,44120,VERTOU
23,RUE,DU CLOS GILARD,44120,VERTOU
23,AV,DES LAURIERS,44340,BOUGUENAIS
21,RUE,DE LA GRAND MAISON,44840,SORINIERES (LES)
17,RUE,ERNEST SAUVESTRE,44400,REZE
3,,LEVEE DU BAC,44120,VERTOU
8,RUE,MARTIN LUTHER KING,44240,CHAPELLE-SUR-ERDRE (LA)
53,AV,DE LA LIBERATION,44400,REZE
24,BD,LE CORBUSIER,44400,REZE
13,RUE,LOUIS ROSSEL,44340,BOUGUENAIS
28,RTE,DE NANTES,44120,VERTOU
4,RTE,DE CHAMPTOCEAUX,44120,VERTOU
1,RUE,RAOUL DUFY,44240,CHAPELLE-SUR-ERDRE (LA)
16,RUE,FRANCOIS CLOUET,44240,CHAPELLE-SUR-ERDRE (LA)
1,RUE,SARAH BERNHARDT,44120,VERTOU
3,IMP,DES SAULZAIS,44470,MAUVES-SUR-LOIRE
4,PAS,DES ECOLIERS,44115,BASSE-GOULAINE
55,RUE,DE LA SANSONNIERE,44400,REZE
6,RUE,DU TERGET,44115,BASSE-GOULAINE
8,RUE,CAMILLE PISSARRO,44400,REZE
1001,RUE,DES BUISSONS,44470,THOUARE-SUR-LOIRE
58,RUE,DE LA PAGERIE,44340,BOUGUENAIS
9010,RUE,THEODORE BROSSEAUD,44400,REZE
1,RUE,DES MONNERIES,44710,SAINT-LEGER-LES-VIGNES
17,RUE,DES MUSTIERES,44120,VERTOU
18,CHE,DES PERDRIAUX,44120,VERTOU
18,CHE,DES PERDRIAUX,44120,VERTOU
8,RUE,DU GAI VERGER,44700,ORVAULT
1,ALL,DE L'ISAC,44700,ORVAULT
14,RUE,DU PLANTY,44340,BOUGUENAIS
21,RUE,DU CLOS GILARD,44120,VERTOU
24,RUE,DE BEAU SEJOUR,44880,SAUTRON
24,RUE,DE BEAU SEJOUR,44880,SAUTRON
15,AV,D ANJOU,44400,REZE
7,RUE,DE LA MORTALIERE,44120,VERTOU
20,ALL,GEORGES BENEZET,44400,REZE
10,RUE,DE LA GRAMMOIRE,44120,VERTOU
80,CHE,DE LA PLANCHE,44240,CHAPELLE-SUR-ERDRE (LA)
80,CHE,DE LA PLANCHE,44240,CHAPELLE-SUR-ERDRE (LA)
32,RUE,DES ROUCHES,44240,CHAPELLE-SUR-ERDRE (LA)
20,RTE,DU PORT DE L HALBRANDIERE,44860,SAINT-AIGNAN-GRANDLIEU
64,RUE,DE SAINT CLOUD,44700,ORVAULT
6,RTE,DE LA GENDRONNERIE,44860,SAINT-AIGNAN-GRANDLIEU
3,RUE,MONTSOREAU,44470,THOUARE-SUR-LOIRE
1,RUE,SIMONE SIGNORET,44240,CHAPELLE-SUR-ERDRE (LA)
4,AV,DES NOUELLES,44115,BASSE-GOULAINE
7,RUE,DE LA MOTHE,44340,BOUGUENAIS
5137,,LA BASINIERE,44470,MAUVES-SUR-LOIRE
5137,,LA BASINIERE,44470,MAUVES-SUR-LOIRE
27,RUE,ALFRED NOBEL,44700,ORVAULT
22,BD,AMPERE,44470,CARQUEFOU
4,RUE,DE LA PIERRE PERCEE,44840,SORINIERES (LES)
5,RUE,JEAN JAURES,44240,CHAPELLE-SUR-ERDRE (LA)
4,RUE,D ENGHIEN,44700,ORVAULT
24,RUE,DE L ANCIENNE EGLISE,44830,BOUAYE
31,RUE,JULES VALLES,44340,BOUGUENAIS
6,RUE,DES COUPRIES,44115,BASSE-GOULAINE
17,RUE,DE LA GARENNE,44700,ORVAULT
26,RUE,DES GENETS,44840,SORINIERES (LES)
5,CHE,DE LA NALLIERE,44240,CHAPELLE-SUR-ERDRE (LA)
56,RTE,DU CHAMP DE FOIRE,44860,SAINT-AIGNAN-GRANDLIEU
56,RTE,DU CHAMP DE FOIRE,44860,SAINT-AIGNAN-GRANDLIEU
16,RUE,PABLO NERUDA,44340,BOUGUENAIS
13,RUE,DE LA BLORDIERE,44400,REZE
24,BD,LE CORBUSIER,44400,REZE
8,RUE,DE LA DOUETTEE,44120,VERTOU
5,RUE,DU MOULIN A L HUILE,44400,REZE
37,RUE,ALPHONSE DE LAMARTINE,44880,SAUTRON
10,RUE,DE LA SOURCE,44880,SAUTRON
8,IMP,DE LA NOUE,44860,SAINT-AIGNAN-GRANDLIEU
17,RUE,DE BEAUVOIR,44340,BOUGUENAIS
5,RUE,DES MIMOSAS,44880,SAUTRON
12,RUE,DU MOULIN DES BARRES,44400,REZE
10,RUE,MAUD MANNONI,44400,REZE
3,RUE,DES JONQUILLES,44830,BRAINS
42,RUE,MAURICE UTRILLO,44400,REZE
6,AV,LECLERC,44400,REZE
10,RUE,DE BRETAGNE,44120,VERTOU
19,AV,DES MONTS D ARMORIQUE,44400,REZE
16,RUE,DU CLOS DE L AULNAY,44240,CHAPELLE-SUR-ERDRE (LA)
53,AV,DE LA LIBERATION,44400,REZE
34,RUE,DU CELLIER,44470,MAUVES-SUR-LOIRE
1,RUE,DES EPINETTES,44830,BOUAYE
3,RUE,DU STIFF,44700,ORVAULT
9,RUE,DE LA GRANGE,44700,ORVAULT
712,RUE,DE BEAULIEU,44470,THOUARE-SUR-LOIRE
3,IMP,DE LA GALARNIERE,44400,REZE
3,IMP,DE LA GALARNIERE,44400,REZE
22,RUE,DU BOIS HARDY,44120,VERTOU
8,ALL,DES AUBEPINES,44240,CHAPELLE-SUR-ERDRE (LA)
112,RTE,DE NANTES,44120,VERTOU
96,RUE,F R DE CHATEAUBRIAND,44470,CARQUEFOU
10,RUE,MAUD MANNONI,44400,REZE
27,RUE,ALFRED NOBEL,44700,ORVAULT
29,RUE,DE LA BATAILLERIE,44400,REZE
9,RUE,DES CHEVREFEUILLES,44240,CHAPELLE-SUR-ERDRE (LA)
32,RUE,DES VERTS PRES,44700,ORVAULT
1,RUE,DES FRAMBOISIERS,44115,BASSE-GOULAINE
3,RUE,ANNE-CLAUDE GODEAU,44980,SAINTE-LUCE-SUR-LOIRE
28,RUE,DE LA BIGUENEE,44240,CHAPELLE-SUR-ERDRE (LA)
24,RUE,DE LA CALIFORNIE,44400,REZE
6,ALL,DU PARC DES MAHAUDIERES,44400,REZE
141,RUE,DU GENETAIS,44400,REZE
141,RUE,DU GENETAIS,44400,REZE
141,RUE,DU GENETAIS,44400,REZE
141,RUE,DU GENETAIS,44400,REZE
141,RUE,DU GENETAIS,44400,REZE
141,RUE,DU GENETAIS,44400,REZE
2,IMP,DE LA GALIMONDAINE,44830,BOUAYE
2,IMP,DE LA GALIMONDAINE,44830,BOUAYE
6,RUE,DU PATIS,44830,BRAINS
15,RTE,DU PINIER,44860,SAINT-AIGNAN-GRANDLIEU
15,RTE,DU PINIER,44860,SAINT-AIGNAN-GRANDLIEU
1,RUE,ANNE-CLAUDE GODEAU,44980,SAINTE-LUCE-SUR-LOIRE
3,RUE,DE BELLEVUE,44340,BOUGUENAIS
7,RUE,DE LA CEDRAIE,44240,CHAPELLE-SUR-ERDRE (LA)
nan,,PIECE DES CERISIERS,44470,CARQUEFOU
53,RUE,DE LA ROUSSELIERE,44120,VERTOU
9,PL,DES LAUDIERES,44120,VERTOU
4,RUE,DE LA VOLGA,44470,CARQUEFOU
14,RUE,DU HAUT LANDREAU,44400,REZE
1,ALL,DU BRIVET,44700,ORVAULT
8,RUE,DE LA LAITA,44700,ORVAULT
14,RUE,DE SAINTONGE,44980,SAINTE-LUCE-SUR-LOIRE
39,RUE,DES MARRONNIERS,44700,ORVAULT
16,BD,AMPERE,44470,CARQUEFOU
10,RUE,ALFRED NOBEL,44700,ORVAULT
23,AV,WATTEAU,44120,VERTOU
33,RUE,ROBERT LE RICOLAIS,44700,ORVAULT
6,IMP,DU LANCASTRIA,44340,BOUGUENAIS
56,RUE,EMILE ZOLA,44400,REZE
54,RUE,DE BEAU SOLEIL,44340,BOUGUENAIS
25,RUE,DES ECOLES,44120,VERTOU
23,RUE,DE LA MARCHE,44340,BOUGUENAIS
26,RUE,PAUL CEZANNE,44400,REZE
5,RUE,DE LA FONTAINE,44840,SORINIERES (LES)
12,RUE,DE CASSIOPEE,44700,ORVAULT
2,IMP,DE LA SAUZAIE,44400,REZE
18,PL,DE L EGLISE,44470,MAUVES-SUR-LOIRE
14,IMP,DES TONNELIERS,44880,SAUTRON
11,CHE,DES LANDES,44470,CARQUEFOU
3,RUE,DE SAINTONGE,44120,VERTOU
7,RUE,DE LA FABRIQUE,44880,SAUTRON
1,RUE,DE FLANDRE,44980,SAINTE-LUCE-SUR-LOIRE
28,RUE,GEORGES BOUTIN,44400,REZE
2,RUE,PIERRE LHERMITTE,44400,REZE
35,RUE,DE BELLEVUE,44340,BOUGUENAIS
35,RUE,DE BELLEVUE,44340,BOUGUENAIS
6,RUE,D ANJOU,44700,ORVAULT
9,RUE,DU SAGITTAIRE,44700,ORVAULT
13,RTE,DES SORINIERES,44120,VERTOU
13,RTE,DES SORINIERES,44120,VERTOU
18,RUE,DU BOIS MAURICE,44980,SAINTE-LUCE-SUR-LOIRE
12,ALL,DES ARPENTS,44120,VERTOU
57,RUE,DES FRERES ROUSSEAU,44860,SAINT-AIGNAN-GRANDLIEU
22,RUE,DU VIEUX MOULIN,44830,BRAINS
8,RUE,GUY MOCQUET,44840,SORINIERES (LES)
8,RUE,DES GENETS,44840,SORINIERES (LES)
8,RUE,DES GENETS,44840,SORINIERES (LES)
4,RUE,DE LA PIERRE PERCEE,44840,SORINIERES (LES)
22,RUE,DES PAYS DE LA LOIRE,44840,SORINIERES (LES)
1,RUE,DU RHIN,44470,CARQUEFOU
6,PL,DU PRIEURE ST PIERRE,44120,VERTOU
2,ALL,DE LA FRESNAIE,44240,CHAPELLE-SUR-ERDRE (LA)
9012,,LA HEE,44120,VERTOU
15,PL,BASSE,44120,VERTOU
41,RUE,DES SPORTS,44700,ORVAULT
32,RTE,DU MORTIER VANNERIE,44120,VERTOU
29,RUE,DE LA LOIRE,44470,MAUVES-SUR-LOIRE
1,IMP,DE LA CONRAIE,44700,ORVAULT
nan,,BOURG,44115,BASSE-GOULAINE
nan,,BOURG,44115,BASSE-GOULAINE
nan,,BOURG,44115,BASSE-GOULAINE
